fname,corpus,TimeSig,KeySig,last_mc,last_mn,length_qb,last_mc_unfolded,last_mn_unfolded,length_qb_unfolded,all_notes_qb,n_onsets,n_onset_positions,guitar_chord_count,form_label_count,label_count,composed_start,composed_end,composer,workTitle,movementNumber,movementTitle,workNumber,poet,lyricist,arranger,copyright,creationDate,mscVersion,platform,source,translator,title_text,subtitle_text,composer_text,musescore,ms3_version,subdirectory,rel_path,has_drumset,ambitus,typesetter,pdf,staff_1_instrument,staff_1_ambitus,staff_2_instrument,staff_2_ambitus,originalFormat,transcriber,staff_3_instrument,staff_3_ambitus,volta_mcs,part_name_text,text,lyricist_text,comments,comment,annotated_key,harmony_version,annotators,reviewers,composed_source,imslp,viaf,musicbrainz,wikidata,year,median_recording,qb_per_minute,sounding_notes_per_qb,sounding_notes_per_minute,percentage_resonances_1,percentage_resonances_2,percentage_resonances_3,percentage_resonances_4,percentage_resonances_5,percentage_resonances_6,percentage_resonances_entropy_1,percentage_resonances_entropy_2,percentage_resonances_entropy_3,percentage_resonances_entropy_4,percentage_resonances_entropy_5,percentage_resonances_entropy_6,moments_of_inertia_1,moments_of_inertia_2,moments_of_inertia_3,moments_of_inertia_4,moments_of_inertia_5,moments_of_inertia_6,partition_entropy,inverse_coherence
l095-03_pour_toccata,debussy_pour_le_piano,1: 2/4,"1: 4, 78: 0, 198: 7, 206: 4, 228: 7",266,266,532.0,266,266,532.0,1650.75,3563,2118,0,0,0,1901,1901,Claude Debussy,Pour le piano,,,,,,,PD,2021-06-24,,Microsoft Windows,http://musescore.com/user/34296022/scores/6843948,,Pour le piano,III. Toccata; L. 95,Claude Debussy,3.6.2,1.2.9,debussy_pour_le_piano/MS3,debussy_pour_le_piano/MS3/l095-03_pour_toccata.mscx,0,25-93 (C#1-A6),https://musescore.com/mil_not_sniw,,Piano,40-93 (E2-A6),Piano,25-84 (C#1-C6),,,,,,,,,,,,,,,,,,,,1901.0,233.76,136.55030800821356,3.1029135338345863,423.70379876796716,1.0173250910586926,0.11112884405999411,0.06051191476835449,0.21864725972740912,0.5626451885189796,0.0297417018665702,0.001327042792758942,0.01194491657477857,0.006230472209725641,0.025712735971278926,0.09130221124159049,0.00308862991941904,0.0001611470907578695,0.003707403783881024,0.00026482647444081824,0.004998698216416724,0.01191108473707058,0.0003335816553570869,0.14051805157820574,-0.15409071580469152
l099_cahier,debussy_other_piano_pieces,"1: 6/8, 10: 9/8, 11: 6/8, 47: 6/4, 50: 9/4, 51: 6/4","1: -5, 43: 0, 47: -5",55,55,202.0,55,55,202.0,1136.52,1268,452,0,0,0,1903,1903,Claude DEBUSSY.,...D'un Cahier d'Esquisses.,,,,,,,,2022-02-04,,Microsoft Windows,,,...D'un Cahier d'Esquisses.,,Claude DEBUSSY.,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l099_cahier.mscx,0,25-94 (Db1-Bb6),tunescribers.com,,Piano,48-94 (C3-Bb6),Piano,44-78 (Ab2-Gb5),,,Piano,25-69 (Db1-Bbb4),,,,,,,,,,,,,,,,1903.0,294.6065,41.1396218345488,5.6263366336633664,231.4653614227792,0.9953714016979778,0.003663275661493527,0.17455013489765106,0.05282047474072424,0.7034974381822232,0.0700972748199302,2.4662247785764005e-20,0.00046369675634594414,0.05449116862099048,0.01210852417424482,0.23361758277160521,0.015903206772286765,1.225309402126629e-09,1.5404969065969972e-06,0.006150850482513367,0.00022347205107244798,0.050335904001350226,0.0005694214720211617,0.12225356837428163,-0.38171537440337405
l100-01_estampes_pagode,debussy_estampes,"1: 4/4, 92: 2/4, 93: 4/4, 94: 2/4, 95: 4/4",1: 5,98,98,388.0,98,98,388.0,1913.08,2733,1486,0,0,0,1903,1903,Claude Debussy,,,,,,,,,2020-11-14,3.02,Microsoft Windows,http://musescore.com/user/2749876/scores/7325573,,"<b><font size=""28""/><font face=""Arial""/>E S T A M P E S</b>","<b><font size=""10""/><font face=""Georgia""/>Claude DEBUSSY</b>; <font face=""Georgia""/>I. Pagodes",,3.6.2,1.2.9,debussy_estampes/MS3,debussy_estampes/MS3/l100-01_estampes_pagode.mscx,0,23-99 (B0-D#7),https://musescore.com/user/2749876,,Piano,47-99 (B2-D#7),Piano,23-80 (B0-G#5),,,,,,,,,,,,,,,,,,,,1903.0,300.173,77.555276457243,4.930618556701031,382.3954852701608,0.9974226804123711,0.003015729620576044,0.0006509724731639919,0.029878308002975876,0.9687533212881284,0.000278988202784568,0.0,0.0006286912737018319,0.00012667138709943177,0.010324520661550499,0.42101299607224085,7.795075093412502e-05,0.0,1.9040130111719873e-06,2.65100353025057e-08,5.8621448939244734e-05,0.11459731966462254,2.1441915862553915e-09,0.06062650684407256,-0.6713107760727052
l100-02_estampes_soiree,debussy_estampes,"1: 2/4, 109: 3/4, 113: 2/4, 115: 3/4, 119: 2/4","1: 3, 67: 6, 92: 3, 113: 6, 115: 3, 134: 1",136,136,280.0,136,136,280.0,1458.42,2410,835,0,0,0,1903,1903,Claude Debussy,La soirée dans Grenade,,,L100,,,,Oli 2021,2021-01-06,3.02,Apple Macintosh,http://musescore.com/user/4887176/scores/6540482,,II. La soirée dans Grenade,Estampes ,"Debussy, Claude ",3.6.2,1.2.9,debussy_estampes/MS3,debussy_estampes/MS3/l100-02_estampes_soiree.mscx,0,25-97 (C#1-C#7),https://musescore.com/user/4887176,,Piano,37-97 (C#2-C#7),Piano,25-83 (C#1-B5),,,Piano,28-54 (E1-F#3),,,,,,,,,,,,,,,,1903.0,322.066,52.16322120310744,5.208642857142857,271.69958952512843,0.9978032142444213,0.02124844233758559,0.0973779884636631,0.03931090299456585,0.8141210929972637,0.030138358962500483,9.04796801217437e-06,0.0007287530307308124,0.023157332807247164,0.00994527252146819,0.2539006807945758,0.00673567869286098,4.405658466404531e-07,0.00017907299827732903,0.0011244207647790926,8.906120792570846e-05,0.05863170537249328,8.60818826195592e-05,0.09842672383219267,-0.32559787051068084
l100-03_estampes_jardins,debussy_estampes,1: 2/2,"1: 1, 27: 6, 31: 3, 37: 0, 43: -3, 56: 0, 71: 7, 100: 0, 126: 5",157,157,631.0,157,157,631.0,1680.83,2815,2129,0,0,0,1903,1903,Claude Debussy,Estampes,III, Jardins sous la pluie,,,,,"Creative Commons copyright waiver (CC0 1.0 Universal)
",2021-10-15,,Microsoft Windows,http://musescore.com/user/202809/scores/6875432,,III. Jardins sous la pluie,Estampes,Claude debussy  (1862 - 1918),3.6.2,1.2.9,debussy_estampes/MS3,debussy_estampes/MS3/l100-03_estampes_jardins.mscx,0,28-95 (E1-B6),https://musescore.com/user/202809,,Piano,30-95 (F#1-B6),Piano,28-88 (E1-E6),,"Vinckeenbosch from IMSLP #256285.
 https://imslp.org/wiki/Estampes_(Debussy%2C_Claude)",,,,,,,,,,,,,,,,,,1903.0,226.853,166.89221654551625,2.663755942947702,444.5601336548337,1.2267181224390442,0.16944399367114285,0.06093553491013834,0.4212696255426184,0.10237230719298958,0.019260416244066696,0.02456543254910588,0.014637692757795964,0.003454811522516493,0.0318320035983409,0.011067305250351423,0.0013223292840412286,0.01771864875887226,0.012059246155568845,0.0006860973943972839,0.01196142015022504,0.0012104586200024172,2.4238302408947687e-05,0.11318175912070966,-0.35618336505235315
l105_masques,debussy_other_piano_pieces,1: 6/8,"1: 0, 96: 7, 122: 0, 148: -6, 216: 0",381,381,1143.0,381,381,1143.0,4680.0,3727,1769,0,0,0,1904,1904,Claude Debussy,Masques,,,,,,,D. & F. 6443,2022-02-03,,Microsoft Windows,,,Masques,,,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l105_masques.mscx,0,25-91 (Db1-G6),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/102814,Piano,40-91 (E2-G6),Piano,25-87 (Db1-Eb6),,,,,,,,,,,,,,,,,,,,1904.0,283.06,242.28078852540096,4.094488188976378,992.0158270331378,1.0000650618585187,0.027062671409293436,0.06451993150899882,0.4691648889470618,0.11001424471984747,0.32917320155627966,3.9539860256114745e-05,0.0022018089297687433,0.005538618739991847,0.05678384826441442,0.007830658425567079,0.042932371467306274,1.909586753001208e-07,0.001047775775588215,0.0006396155673866911,0.029511744818461663,0.0019365044929435745,0.009031333645958598,0.11285808240707147,-0.33331328688008005
l106_isle,debussy_other_piano_pieces,"1: 4/4, 28: 3/8, 64: 4/4, 67: 3/8","1: 3, 115: 0, 160: 3",255,255,458.25,255,255,458.25,1868.88,4847,2954,0,0,0,1904,1904,Claude Debussy,,,,,,,,,2018-05-22,3.02,Microsoft Windows,http://musescore.com/user/33438643/scores/5835997,,,,,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l106_isle.mscx,0,22-95 (Bb0-B6),https://musescore.com/user/31759,,Piano,33-95 (A1-B6),Piano,22-92 (Bb0-G#6),,,,,,,,,,,,,,,,,,,,1904.0,355.413,77.36070430738324,4.078297872340426,315.4999957795579,0.9987319082397361,0.0017924906084933545,0.06022959135027936,0.49454625197841384,0.3081176941705917,0.13658206365248565,6.445112199759388e-05,0.00016015762209822007,0.009348647179222945,0.06387008994025864,0.07131690086783002,0.021270328259278208,4.450268005262814e-06,1.0918060261443964e-06,0.0004919835807832602,0.032957254392810116,0.011758094608647882,0.0013833666921141993,0.13138626829100755,-0.24743819148325788
l108_morceau,debussy_other_piano_pieces,1: 2/4,"1: 0, 19: -4",27,27,54.0,27,27,54.0,250.25,487,125,0,0,0,1904,1904,Claude Debussy,,,,,,,,,2022-02-03,,Microsoft Windows,,,Pièce pour Piano,(Morceau de Concours),,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l108_morceau.mscx,0,30-84 (Gb1-C6),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/4564,Piano,54-84 (Gb3-C6),Piano,30-68 (Gb1-Ab4),,,,,,,,,,,,,,,,,,,,1904.0,54.76,59.1672753834916,4.6342592592592595,274.1964937910884,1.006051975792097,0.006407974368102528,0.004271982912068352,0.13955144179423282,0.5375578497686009,0.30615877536489855,0.004645427309540101,0.001349771452905134,0.0005436842342709404,0.03568384731198892,0.1004443730210456,0.11886188344103119,0.00022461520790948764,3.66455817196657e-06,5.432561281777246e-06,0.002399208290746686,0.04386752683894474,0.006813607930381315,0.15735177805579814,-0.42869451657356905
l110-01_images_reflets,debussy_images,"1: 4/8, 11: 3/8, 12: 4/8","1: -5, 49: 0, 57: -3, 66: 3, 70: -5",95,95,189.5,95,95,189.5,863.5,2060,1291,0,0,0,1904,1904,Claude Debussy,Images I Reflets dans l'eau,,,,,,www.sheetmusiclibrary.website,www.sheetmusiclibrary.website,2021-03-27,,,http://musescore.com/user/7854941/scores/6800569,,Images I (L. 110),1. Reflets dans l'eau.,Claude Debussy,3.6.2,1.2.9,debussy_images/MS3,debussy_images/MS3/l110-01_images_reflets.mscx,0,24-96 (C1-C7),https://musescore.com/sheetmusiclibrary,,Piano,49-96 (Db3-C7),Piano,24-93 (C1-A6),,,,,,,,www.sheetmusiclibrary.website,,,,,,,,,,,,1904.0,306.48749999999995,37.097760920102786,4.556728232189974,169.04441453566625,0.9954570637119113,0.0009418282548476454,0.03590027700831025,0.0997229916897507,0.6460387811634349,0.22193905817174514,8.328936612699367e-05,6.791392842871685e-05,0.006637014223517363,0.02098574464756377,0.1509291550012648,0.056667520450178706,6.137193343864167e-08,3.5442494279021027e-07,0.00016729945183394215,0.0011027386335412872,0.04799487944999403,0.007715046845661991,0.11091918423402423,-0.38363402116796164
l110-02_images_hommage,debussy_images,"1: 3/2, 11: 4/2, 12: 3/2, 16: 1/2, 17: 3/2, 42: 2/2, 43: 3/2","1: 5, 51: 0, 57: 5",76,76,452.0,76,76,452.0,3091.75,2076,587,0,0,0,1904,1904,Claude Debussy,Hommage à Rameau,,,,,,,,2019-09-08,3.02,Apple Macintosh,http://musescore.com/user/4887176/scores/5715607,,Hommage à Rameau,Images,Claude Debussy,3.6.2,1.2.9,debussy_images/MS3,debussy_images/MS3/l110-02_images_hommage.mscx,0,24-99 (C1-D#7),https://musescore.com/user/4887176,,Piano,44-99 (G#2-D#7),Piano,24-93 (C1-A6),,,,,,,,,,,,,,,,,,,,1904.0,420.733,64.45893238704832,6.840154867256637,440.909080105435,0.9982477092959511,0.12547967734356644,0.05393922781737019,0.5561711958649855,0.230245124911896,0.035917064766230716,4.247636499457169e-07,0.01396742419869792,0.0065623380511579295,0.06630364977144211,0.02490834393849284,0.0035643398117094108,2.6979441416886645e-09,0.004604007495960587,0.0003494101703001964,0.031076196763892765,0.00804834482759539,0.0002398365814767002,0.13268818613207178,-0.29098974184996523
l110-03_images_mouvement,debussy_images,1: 2/4,"1: 0, 67: 2, 115: 0",177,177,354.0,177,177,354.0,1500.0,3482,2032,0,0,0,1905,1905,Claude Debussy,Mouvement (III),,,,,,,,2019-10-18,3.02,Apple Macintosh,http://musescore.com/user/4887176/scores/5835723,,Mouvement (III),Images,Claude Debussy,3.6.2,1.2.9,debussy_images/MS3,debussy_images/MS3/l110-03_images_mouvement.mscx,0,24-92 (C1-G#6),https://musescore.com/user/4887176,,Piano,52-92 (E3-G#6),Piano,24-86 (C1-D6),,,,,,,,,,,,,,,,,,,,1905.0,206.605,102.8048691948404,4.237288135593221,435.6138525205102,0.9981301511126804,0.17114333635612194,0.023882705101557673,0.016290958116989943,0.39969825614522225,0.3908545931674277,9.377030033175112e-05,0.012606596851648479,0.0017867270429228366,0.0022793256413993494,0.08301875740804472,0.04444912633394192,1.084874066235106e-06,0.016298804956350443,0.00011632073305635678,1.54455415209682e-05,0.01586211069473739,0.026054039734733334,0.12251623987638492,-0.3776790875950892
l111-01_images_cloches,debussy_images,"1: 4/4, 9: 2/4, 10: 4/4, 11: 2/4, 12: 4/4, 15: 2/4, 17: 4/4, 24: 12/8, 41: 4/4","1: 0, 25: 4, 41: 0",50,49,224.0,50,49,224.0,1100.98,1792,1102,0,0,0,1907,1907,,,,,,,,,,2022-02-07,,Microsoft Windows,,,"<i><font size=""19""/>à Alexandre Charpentier</i>",,,3.6.2,1.2.9,debussy_images/MS3,debussy_images/MS3/l111-01_images_cloches.mscx,0,28-94 (E1-Bb6),,,Piano,50-94 (D3-Bb6),Piano,28-91 (E1-G6),,,Piano,28-79 (E1-G5),,,,,,,,,,,,,,,,1907.0,271.569,49.490184814908915,4.915089285714286,243.24867713177866,0.9958545918367347,0.0026307397959183672,0.022321428571428572,0.7376036352040817,0.14481026785714285,0.09677933673469388,1.0112511227766148e-05,0.0002794019376699636,0.0025006767717383606,0.2207572193261752,0.02940593669050206,0.028119241658773778,2.7391104083467854e-08,6.475259498934044e-06,8.621272052655657e-05,0.06826749156709956,0.002431229277335827,0.0016814891191110014,0.1261522122398515,-0.4093222376413545
l111-02_images_lune,debussy_images,1: 4/4,1: 1,57,57,228.0,57,57,228.0,1362.58,1345,393,0,0,0,1907,1907,Claude Debussy,Et la lune descend sur le temple qui fut (2),2,Images (Deuxième Série) ,,,,,Oli 2020,2020-06-14,3.02,Apple Macintosh,http://musescore.com/user/4887176/scores/6207140,,Et la lune descend sur le temple qui fut ,Images (Deuxième Série); 2,Claude Debussy,3.6.2,1.2.9,debussy_images/MS3,debussy_images/MS3/l111-02_images_lune.mscx,0,26-95 (D1-B6),https://musescore.com/user/4887176,,Grand Piano,59-95 (B3-B6),Grand Piano,47-95 (B2-B6),,,Grand Piano,26-81 (D1-A5),,,,,,,,,,,,,,,,1907.0,332.7795,41.10830144284729,5.976228070175439,245.67258499997743,0.9964097886626948,0.03807564672320441,0.18610879310679423,0.4867938442430476,0.21114323972908458,0.08146868753517436,1.2564784988580947e-05,0.0026977416509317634,0.017000350592394436,0.05303388821526162,0.016478444946777093,0.005375354929244161,6.043985169253753e-08,0.00016184200058138473,0.0060712962237799446,0.028310209173629336,0.005284565313450149,0.0007733063806930378,0.15571664831431492,-0.30185548254498734
l111-03_images_poissons,debussy_images,1: 3/4,"1: 6, 26: -3, 37: 0, 46: 6, 51: 3, 55: 0, 72: -3, 78: 0, 86: 6",106,97,306.5,106,99,306.5,983.33,3248,1832,0,0,0,1907,1907,,,,,,,,,,2022-02-08,,Microsoft Windows,,,"<i><font size=""14""/>à Ricardo Viñes</i>",,,3.6.2,1.2.9,debussy_images/MS3,debussy_images/MS3/l111-03_images_poissons.mscx,0,25-97 (C#1-C#7),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/256280,Piano,61-97 (C#4-C#7),Piano,25-97 (C#1-C#7),,,Piano,25-90 (C#1-F#6),,,,"<font size=""16""/>Poissons d'or","b.91 second ""E"" in the middle staff should poss be Enatural? Not marked in source material, but chromatic passage would suggest it. The E nat is written when the passage repeats a beat later, and again at b.93
",,,,,,,,,,,1907.0,246.32,74.65898018837285,3.2082544861337685,239.52500811951936,0.9985251832910694,0.0038621099428110643,0.16906280172733928,0.17417691434391877,0.3851287546817473,0.2692442360131142,0.0003259377846234093,0.000360925949664875,0.04293331777711356,0.05053761948860777,0.10282123703662796,0.0587094355840466,4.445973316262119e-07,1.2084028280972894e-05,0.00426806535043589,0.0021535508185738517,0.010900920721701717,0.012539243505630508,0.1548115000868936,-0.21411835325868478
l113-01_childrens_doctor,debussy_childrens_corner,1: 4/4,"1: 0, 33: -2, 37: -4, 45: 0",76,76,304.0,76,76,304.0,707.25,1259,1033,0,0,0,1906,1908,Claude Debussy,,,,,,,,,2022-01-26,3.02,Linux,https://musescore.com/nicolas/doctor-gradus-ad-parnassum,,"<font face=""Times New Roman""/>Doctor Gradus ad Parnassum",,"<font face=""Times New Roman""/>Claude Debussy",3.6.2,1.2.9,debussy_childrens_corner/MS3,debussy_childrens_corner/MS3/l113-01_childrens_doctor.mscx,0,24-89 (C1-F6),https://musescore.com/nicolas,,Piano,36-89 (C2-F6),Piano,24-79 (C1-G5),,,,,,,,,,,,,,,,,,,,1907.0,133.64,136.48608201137387,2.3264802631578947,317.53217599521105,0.9972737607752674,0.019116786790432775,0.1612123486495734,0.11938058078829152,0.6098608183132637,0.09315570468317126,2.000228324368554e-05,0.0021669920711976285,0.017529331002724594,0.011062955064611885,0.06720529862496244,0.008258182528162336,1.625486170605877e-06,0.0008231474991415807,0.003910052937390447,0.0029609127656826197,0.03677490519665235,0.0031163815274491036,0.13761541810714983,-0.33461713508104707
l113-02_childrens_jimbos,debussy_childrens_corner,1: 2/2,1: -2,81,81,324.0,81,81,324.0,1013.0,716,403,0,0,0,1906,1908,Claude Debussy,,,,,,,,,2022-01-26,3.02,Linux,https://musescore.com/nicolas/jimbos-lullaby,,"<font face=""Times New Roman""/>Jimbo's Lullaby",,"<font face=""Times New Roman""/>Claude Debussy",3.6.2,1.2.9,debussy_childrens_corner/MS3,debussy_childrens_corner/MS3/l113-02_childrens_jimbos.mscx,0,29-83 (F1-B5),https://musescore.com/nicolas,,Piano,41-83 (F2-B5),Piano,29-61 (F1-Db4),,,,,,,,,,,,,,,,,,,,1907.0,207.7045,93.59450565587169,3.126543209876543,292.62726614011734,0.9996409196339321,0.003513164662610029,0.015139604623402334,0.21735037509340943,0.6127075630088994,0.15164837297774672,0.00011834670854678058,0.0004849001142968242,0.0019479941579049595,0.022560911848711365,0.1085044097761175,0.019204453572929915,2.5207910763971664e-06,1.732167513098827e-05,7.72086635596154e-05,0.010625476305532684,0.0394071025576893,0.0036156525523814717,0.12320619248365532,-0.35264496666131084
l113-03_childrens_serenade,debussy_childrens_corner,1: 3/4,1: 4,124,124,372.0,124,124,372.0,942.0,1283,580,0,0,0,1908,1908,Claude Debussy,Serenade for the Doll,,,,,,,,2019-05-20,3.02,Microsoft Windows,https://musescore.com/user/29737597/scores/5703647,,Serenade for the Doll, (Serenade a la poupee),Claude Debussy,3.6.2,1.2.9,debussy_childrens_corner/MS3,debussy_childrens_corner/MS3/l113-03_childrens_serenade.mscx,0,40-88 (E2-E6),https://musescore.com/user/29737597,,Piano,55-88 (G3-E6),Piano,40-80 (E2-G#5),,,,,,,,,,,,,,,,,,,,1908.0,165.133,135.16377707665941,2.532258064516129,342.2695645328311,0.9978988633073228,0.00204916511370639,0.043552183177542336,0.4280973204938785,0.4583150814097662,0.07008738649778379,1.4978675201743307e-05,0.0002476885366362161,0.009774060277207978,0.15350524401801302,0.17074331876034643,0.02309914960993827,1.6041525894935393e-09,2.2251217794794558e-07,0.00026871061842368446,0.02434952820760391,0.02554917306929585,0.0012228349068436188,0.12563265255147435,-0.28618203464297126
l113-04_childrens_snow,debussy_childrens_corner,"1: 4/4, 48: 2/4, 49: 4/4, 52: 2/4, 53: 4/4",1: -1,74,74,292.0,74,74,292.0,676.0,1411,1171,0,0,0,1906,1908,,,,,,,,,,2022-03-09,,Microsoft Windows,,,IV. The Snow is Dancing,,,3.6.2,1.2.9,debussy_childrens_corner/MS3,debussy_childrens_corner/MS3/l113-04_childrens_snow.mscx,0,36-93 (C2-A6),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/82215,Piano,58-93 (Bb3-A6),Piano,36-86 (C2-D6),,,,,,,,,,,,,,,,,,,,1907.0,158.0,110.88607594936708,2.315068493150685,256.7088607594937,1.002017264027022,0.0012431975980484143,0.13222462000375304,0.4382623381497467,0.055287108275473826,0.3709654719459561,0.001058690155844099,0.0003999240625406266,0.025411728727598833,0.08219504507756226,0.006180967450845958,0.07408163992774452,3.640578087493624e-05,3.310938292610265e-07,0.002081270591231715,0.02471221325274199,0.00018214583956158354,0.02740816273644421,0.132562720822064,-0.3660920057259581
l113-05_childrens_little,debussy_childrens_corner,1: 4/4,1: 3,31,31,124.0,31,31,124.0,391.5,336,221,0,0,0,1906,1908,Claude Debussy,,,,,,,,,2022-01-26,3.02,Linux,https://musescore.com/nicolas/the-little-shepherd,,"<font face=""Times New Roman""/>The Little Shepherd",,"<font face=""Times New Roman""/>Claude Debussy",3.6.2,1.2.9,debussy_childrens_corner/MS3,debussy_childrens_corner/MS3/l113-05_childrens_little.mscx,0,28-88 (E1-E6),https://musescore.com/nicolas,,Piano,56-88 (G#3-E6),Piano,28-77 (E1-E#5),,,,,,,,,,,,,,,,,,,,1907.0,144.386,51.528541548349565,3.157258064516129,162.6889033562811,0.9979188345473465,0.029656607700312174,0.09937565036420395,0.23283038501560874,0.6337148803329865,0.0065036420395421434,0.0006883694997003697,0.006471579196497188,0.025653568194552365,0.0641370326692833,0.1832599370607742,0.0010116238510823725,5.884844703375696e-06,0.0006229043154979189,0.0007039110564329853,0.011659531065998156,0.04732161424546701,5.323895556794319e-06,0.1387552626942325,-0.32916610548028113
l113-06_childrens_golliwoggs,debussy_childrens_corner,1: 2/4,"1: -3, 47: -6, 90: -3",128,128,256.0,128,128,256.0,806.5,1320,539,0,0,0,1906,1908,Claude Debussy,,,,,,,,,2022-01-26,3.02,Linux,https://musescore.com/nicolas/golliwoggs-cakewalk,,"<font face=""Times New Roman""/>Golliwogg's cakewalk",,"<font face=""Times New Roman""/>Claude Debussy",3.6.2,1.2.9,debussy_childrens_corner/MS3,debussy_childrens_corner/MS3/l113-06_childrens_golliwoggs.mscx,0,22-94 (Bb0-Bb6),https://musescore.com/nicolas,,Piano,41-94 (F2-Bb6),Piano,22-71 (Bb0-Cb5),,,,,,,,,,,,,,,,,,,,1907.0,175.715,87.4142788037447,3.150390625,275.3891244344535,0.9970934256055364,0.0008612072279892349,0.04988850442137639,0.020607458669742406,0.9173702422145329,0.014179161860822761,1.4081837953868145e-05,0.00014726320357619953,0.004979411541577434,0.0024206186323599567,0.1559670839574117,0.002108036036672624,1.0149144992788436e-08,2.9160996103441716e-08,0.00011673305467519788,3.101728686602687e-05,0.06065395906195639,8.926228605499127e-05,0.07905558960487946,-0.35972843243405145
l114_petit,debussy_other_piano_pieces,1: 2/4,1: 0,87,87,174.0,87,87,174.0,426.5,672,384,0,0,0,1909,1909,Claude Debussy,Le petit nègre,,,,,,,,2019-10-25,3.02,Microsoft Windows,http://musescore.com/user/19496546/scores/5815359,,"The little nigar
<i><font size=""16""/>Le petit nègre</i>",,Claude <b>Debussy</b>,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l114_petit.mscx,0,38-84 (D2-C6),https://musescore.com/user/19496546,,Piano,45-84 (A2-C6),Piano,38-77 (D2-F5),,,,,,,,1909,,,,,,,,,,,,1909.0,95.906,108.85658874314433,2.4511494252873565,266.8237649365003,0.995706169903554,0.0027744748315497426,0.024045448540097766,0.04637336504161712,0.9267406526621746,0.004359889021006738,0.00011655696891305892,0.0003681281506413306,0.004481769385922847,0.011170420595678241,0.3697703276244378,0.0006335465787061154,1.4968163161088396e-06,8.882479968356891e-07,1.0429554971037095e-05,4.877467911046524e-05,0.0662975117258147,5.018491711255238e-06,0.08128242372651515,-0.3660053410755581
l115_hommage,debussy_other_piano_pieces,"1: 3/4, 23: 3/8, 87: 3/4, 89: 3/8, 113: 3/4, 115: 3/8",1: 1,118,118,216.0,118,118,216.0,1104.0,824,370,0,0,0,1909,1909,Claude Debussy,Hommage à Haydn,,,,,,,,2021-06-27,,Microsoft Windows,http://musescore.com/user/27291303/scores/6845062,,Hommage à Haydn,,Claude Debussy,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l115_hommage.mscx,0,24-98 (C1-D7),https://musescore.com/user/27291303,,Piano,45-98 (A2-D7),Piano,24-79 (C1-G5),,,,,,,,,,,,,,,,,,,,1909.0,141.874,91.34866148836292,5.111111111111111,466.89315871829933,0.9973422496570644,0.0018861454046639231,0.00257201646090535,0.13481652949245543,0.7946244855967078,0.06875857338820301,0.0001947098724615273,0.00030722021697200544,0.00047923565188842676,0.03223597752925598,0.2309482888335321,0.01925464358464676,3.235537815566105e-07,3.2338355456967646e-07,4.787513740927139e-07,0.00176048719744447,0.07616363944292233,0.0007151745414950244,0.09969803153885683,-0.4690817577639464
l117-01_preludes_danseuses,debussy_preludes,1: 3/4,1: -2,31,31,97.0,31,31,97.0,756.0,822,171,0,0,0,1909,1909,,,,,,,,,,2022-03-10,3.02,Microsoft Windows,https://musescore.com/nicolas/scores/101607,,"<font face=""Times New Roman""/>Préludes - Book I - I","<font face=""Times New Roman""/>Danseuses de Delphes","<font face=""Times New Roman""/>Claude Debussy",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-01_preludes_danseuses.mscx,0,22-96 (Bb0-C7),https://musescore.com/nicolas,https://imslp.org/wiki/Special:ReverseLookup/521885,Piano,50-96 (D3-C7),Piano,22-76 (Bb0-E5),,,,,,,,,,layout completely screwed unless viewed on musescore.com,,,,,,,,,,1909.0,197.746,29.431695204959897,7.793814432989691,229.38517087576992,0.9895833333333334,0.0006510416666666666,0.09331597222222222,0.028645833333333332,0.8435329861111112,0.044270833333333336,0.0,0.00012751894822878566,0.020354360961089286,0.0055726004100606595,0.30687125190939674,0.006441134651217028,0.0,5.810576833980521e-07,0.0009084696532488216,6.516183369474317e-05,0.07483870853045266,0.00023008528408767178,0.10638350416366982,-0.4456559997590345
