index,fname,length_qb,year,last_mc,partition_entropy,inverse_coherence,variable_resonance,value_resonance,variable_resonance_entropy,value_resonance_entropy,variable_inertia,value_inertia
16,l087-02_images_souvenir,216.0,1894.0,72,0.07313376971349435,-0.4509630518121518,percentage_resonances_1,0.9959705075445816,percentage_resonances_entropy_1,1.5439269396255552e-06,moments_of_inertia_1,1.3863872513045824e-08
17,l087-03_images_quelques,677.0,1894.0,186,0.11491133403226718,-0.2738107320588618,percentage_resonances_1,1.0075251620560777,percentage_resonances_entropy_1,0.0013581991668815449,moments_of_inertia_1,1.5885174914488246e-05
18,l095-01_pour_prelude,536.12,1901.0,163,0.12377671145029955,-0.29303279873571936,percentage_resonances_1,1.0327254316518073,percentage_resonances_entropy_1,0.00036407655179116237,moments_of_inertia_1,0.0024740557841703694
19,l095-02_pour_sarabande,216.0,1894.0,72,0.07169145485613744,-0.4466147826069941,percentage_resonances_1,0.9954989711934157,percentage_resonances_entropy_1,1.6133418759119466e-06,moments_of_inertia_1,6.51357398508129e-09
20,l095-03_pour_toccata,532.0,1901.0,266,0.14051805157820574,-0.15409071580469152,percentage_resonances_1,1.0173250910586926,percentage_resonances_entropy_1,0.001327042792758942,moments_of_inertia_1,0.0001611470907578695
21,l099_cahier,202.0,1903.0,55,0.12225356837428163,-0.38171537440337405,percentage_resonances_1,0.9953714016979778,percentage_resonances_entropy_1,2.4662247785764005e-20,moments_of_inertia_1,1.225309402126629e-09
22,l100-01_estampes_pagode,388.0,1903.0,98,0.06062650684407256,-0.6713107760727052,percentage_resonances_1,0.9974226804123711,percentage_resonances_entropy_1,0.0,moments_of_inertia_1,0.0
23,l100-02_estampes_soiree,280.0,1903.0,136,0.09842672383219267,-0.32559787051068084,percentage_resonances_1,0.9978032142444213,percentage_resonances_entropy_1,9.04796801217437e-06,moments_of_inertia_1,4.405658466404531e-07
24,l100-03_estampes_jardins,631.0,1903.0,157,0.11318175912070966,-0.35618336505235315,percentage_resonances_1,1.2267181224390442,percentage_resonances_entropy_1,0.02456543254910588,moments_of_inertia_1,0.01771864875887226
25,l105_masques,1143.0,1904.0,381,0.11285808240707147,-0.33331328688008005,percentage_resonances_1,1.0000650618585187,percentage_resonances_entropy_1,3.9539860256114745e-05,moments_of_inertia_1,1.909586753001208e-07
26,l106_isle,458.25,1904.0,255,0.13138626829100755,-0.24743819148325788,percentage_resonances_1,0.9987319082397361,percentage_resonances_entropy_1,6.445112199759388e-05,moments_of_inertia_1,4.450268005262814e-06
27,l108_morceau,54.0,1904.0,27,0.15735177805579814,-0.42869451657356905,percentage_resonances_1,1.006051975792097,percentage_resonances_entropy_1,0.004645427309540101,moments_of_inertia_1,0.00022461520790948764
28,l110-01_images_reflets,189.5,1904.0,95,0.11091918423402423,-0.38363402116796164,percentage_resonances_1,0.9954570637119113,percentage_resonances_entropy_1,8.328936612699367e-05,moments_of_inertia_1,6.137193343864167e-08
29,l110-02_images_hommage,452.0,1904.0,76,0.13268818613207178,-0.29098974184996523,percentage_resonances_1,0.9982477092959511,percentage_resonances_entropy_1,4.247636499457169e-07,moments_of_inertia_1,2.6979441416886645e-09
30,l110-03_images_mouvement,354.0,1905.0,177,0.12251623987638492,-0.3776790875950892,percentage_resonances_1,0.9981301511126804,percentage_resonances_entropy_1,9.377030033175112e-05,moments_of_inertia_1,1.084874066235106e-06
31,l111-01_images_cloches,224.0,1907.0,50,0.1261522122398515,-0.4093222376413545,percentage_resonances_1,0.9958545918367347,percentage_resonances_entropy_1,1.0112511227766148e-05,moments_of_inertia_1,2.7391104083467854e-08
32,l111-02_images_lune,228.0,1907.0,57,0.15571664831431492,-0.30185548254498734,percentage_resonances_1,0.9964097886626948,percentage_resonances_entropy_1,1.2564784988580947e-05,moments_of_inertia_1,6.043985169253753e-08
33,l111-03_images_poissons,306.5,1907.0,106,0.1548115000868936,-0.21411835325868478,percentage_resonances_1,0.9985251832910694,percentage_resonances_entropy_1,0.0003259377846234093,moments_of_inertia_1,4.445973316262119e-07
34,l113-01_childrens_doctor,304.0,1907.0,76,0.13761541810714983,-0.33461713508104707,percentage_resonances_1,0.9972737607752674,percentage_resonances_entropy_1,2.000228324368554e-05,moments_of_inertia_1,1.625486170605877e-06
35,l113-02_childrens_jimbos,324.0,1907.0,81,0.12320619248365532,-0.35264496666131084,percentage_resonances_1,0.9996409196339321,percentage_resonances_entropy_1,0.00011834670854678058,moments_of_inertia_1,2.5207910763971664e-06
36,l113-03_childrens_serenade,372.0,1908.0,124,0.12563265255147435,-0.28618203464297126,percentage_resonances_1,0.9978988633073228,percentage_resonances_entropy_1,1.4978675201743307e-05,moments_of_inertia_1,1.6041525894935393e-09
37,l113-04_childrens_snow,292.0,1907.0,74,0.132562720822064,-0.3660920057259581,percentage_resonances_1,1.002017264027022,percentage_resonances_entropy_1,0.001058690155844099,moments_of_inertia_1,3.640578087493624e-05
38,l113-05_childrens_little,124.0,1907.0,31,0.1387552626942325,-0.32916610548028113,percentage_resonances_1,0.9979188345473465,percentage_resonances_entropy_1,0.0006883694997003697,moments_of_inertia_1,5.884844703375696e-06
39,l113-06_childrens_golliwoggs,256.0,1907.0,128,0.07905558960487946,-0.35972843243405145,percentage_resonances_1,0.9970934256055364,percentage_resonances_entropy_1,1.4081837953868145e-05,moments_of_inertia_1,1.0149144992788436e-08
40,l114_petit,174.0,1909.0,87,0.08128242372651515,-0.3660053410755581,percentage_resonances_1,0.995706169903554,percentage_resonances_entropy_1,0.00011655696891305892,moments_of_inertia_1,1.4968163161088396e-06
41,l115_hommage,216.0,1909.0,118,0.09969803153885683,-0.4690817577639464,percentage_resonances_1,0.9973422496570644,percentage_resonances_entropy_1,0.0001947098724615273,moments_of_inertia_1,3.235537815566105e-07
42,l117-01_preludes_danseuses,97.0,1909.0,31,0.10638350416366982,-0.4456559997590345,percentage_resonances_1,0.9895833333333334,percentage_resonances_entropy_1,0.0,moments_of_inertia_1,0.0
43,l117-02_preludes_voiles,128.0,1909.0,64,0.07470396442017042,-0.8084455938330105,percentage_resonances_1,0.99249798499597,percentage_resonances_entropy_1,0.0,moments_of_inertia_1,0.0
44,l117-03_preludes_vent,236.0,1909.0,59,0.15057163334485632,-0.2968653512139371,percentage_resonances_1,1.0451378914105143,percentage_resonances_entropy_1,0.007643402470582648,moments_of_inertia_1,0.00017441402003740385
45,l117-04_preludes_sons,181.5,1910.0,53,0.1402642193405235,-0.2915113031122631,percentage_resonances_1,0.9959545948556937,percentage_resonances_entropy_1,3.391861804892665e-05,moments_of_inertia_1,3.3420240212783274e-08
46,l117-05_preludes_collines,256.0,1909.0,96,0.07492942058050978,-0.5863946869322995,percentage_resonances_1,0.996856689453125,percentage_resonances_entropy_1,3.3467725304723104e-05,moments_of_inertia_1,2.504753458140831e-08
47,l117-06_preludes_pas,142.0,1909.0,36,0.11350766762451557,-0.6042895673491181,percentage_resonances_1,0.9943463598492362,percentage_resonances_entropy_1,9.184819733255427e-05,moments_of_inertia_1,1.6780150094204034e-07
48,l117-07_preludes_ce,272.0,1909.5,77,0.09729437955734095,-0.36570039515822567,percentage_resonances_1,0.9999309020052238,percentage_resonances_entropy_1,0.0007890704231348556,moments_of_inertia_1,1.959398396041504e-06
49,l117-08_preludes_fille,117.0,1910.0,39,0.11786846213168563,-0.5708160070304534,percentage_resonances_1,0.9914555765595463,percentage_resonances_entropy_1,0.0,moments_of_inertia_1,0.0
50,l117-09_preludes_serenade,209.5,1909.5,137,0.13506042545599414,-0.3280904964412656,percentage_resonances_1,0.9978709278633731,percentage_resonances_entropy_1,0.00041805729906810486,moments_of_inertia_1,4.443916548988879e-07
51,l117-10_preludes_cathedrale,534.0,1909.5,89,0.13024143808470331,-0.31598484362034646,percentage_resonances_1,0.9986313656683616,percentage_resonances_entropy_1,2.5640300287684657e-05,moments_of_inertia_1,2.3362660063466266e-08
52,l117-11_preludes_danse,199.0,1910.0,96,0.13599163131634218,-0.32401689218469787,percentage_resonances_1,1.012449180576248,percentage_resonances_entropy_1,0.004892153193340277,moments_of_inertia_1,4.9798286755034214e-05
53,l117-12_preludes_minstrels,178.0,1910.0,89,0.15970474217752792,-0.27842976995768215,percentage_resonances_1,1.00213859363529,percentage_resonances_entropy_1,0.0008762651886196548,moments_of_inertia_1,2.1401577151689935e-05
54,l121_plus,444.0,1910.0,148,0.07785673644112003,-0.29953021353404835,percentage_resonances_1,0.9983597369408836,percentage_resonances_entropy_1,5.638568250151018e-05,moments_of_inertia_1,2.0859830391733897e-08
55,l123-01_preludes_brouillards,105.0,1911.0,52,0.1523179885727042,-0.44827678717187286,percentage_resonances_1,0.9917460317460317,percentage_resonances_entropy_1,7.13166881622013e-05,moments_of_inertia_1,0.0
56,l123-02_preludes_feuilles,127.0,1911.0,52,0.1359470686605596,-0.4261066939302994,percentage_resonances_1,0.9939859879719759,percentage_resonances_entropy_1,0.00018365205387634026,moments_of_inertia_1,6.378972638812001e-06
57,l123-03_preludes_puerta,180.0,1911.0,90,0.08761351356731559,-0.4875318203782708,percentage_resonances_1,0.9948503479916357,percentage_resonances_entropy_1,0.00010732649047063048,moments_of_inertia_1,1.9426833655366665e-08
58,l123-04_preludes_fees,190.75,1911.0,127,0.11977164205005035,-0.4910314840986191,percentage_resonances_1,1.0633240997229918,percentage_resonances_entropy_1,0.010893471531085478,moments_of_inertia_1,0.0017896025923450634
59,l123-05_preludes_bruyeres,155.0,1911.0,51,0.079414962371316,-0.46747852032513465,percentage_resonances_1,0.9936406297969387,percentage_resonances_entropy_1,0.0,moments_of_inertia_1,3.847000178795104e-09
60,l123-06_preludes_general,218.5,1911.0,110,0.08775927564552552,-0.4028183915416795,percentage_resonances_1,0.9967933062923401,percentage_resonances_entropy_1,0.0003029664039430516,moments_of_inertia_1,4.6823623353331706e-08
61,l123-07_preludes_terrasse,134.0,1911.0,45,0.10763822000455528,-0.35757225996158337,percentage_resonances_1,0.9936118491718017,percentage_resonances_entropy_1,9.672403080794482e-05,moments_of_inertia_1,1.3347740182291133e-07
62,l123-08_preludes_ondine,225.0,1911.0,74,0.12103262701110613,-0.6268334619608593,percentage_resonances_1,0.9972895408163265,percentage_resonances_entropy_1,0.00022369274882828491,moments_of_inertia_1,1.1440249639791356e-07
63,l123-09_preludes_hommage,162.0,1911.0,54,0.0766715071203023,-0.48561884263576777,percentage_resonances_1,0.9950464868160341,percentage_resonances_entropy_1,0.00015111464014153694,moments_of_inertia_1,4.03788375817391e-07
64,l123-10_preludes_canope,132.0,1911.0,33,0.12093849767502426,-0.3908816023305519,percentage_resonances_1,0.9938814754384943,percentage_resonances_entropy_1,1.5386887828143002e-05,moments_of_inertia_1,1.8504152801848544e-08
65,l123-11_preludes_tierces,330.0,1911.0,165,0.12332609616909478,-0.21806297413184958,percentage_resonances_1,1.0092663593277964,percentage_resonances_entropy_1,0.0008444279680229163,moments_of_inertia_1,5.32632134226995e-05
66,l123-12_preludes_feux,206.25,1911.0,100,0.18711956103209032,-0.17647235885593693,percentage_resonances_1,1.0542296252230814,percentage_resonances_entropy_1,0.008692571484431163,moments_of_inertia_1,0.00018685990057322292
67,l132_berceuse,272.0,1914.0,68,0.11944071841388501,-0.30391756445779167,percentage_resonances_1,0.9984320934256056,percentage_resonances_entropy_1,7.24878190768159e-05,moments_of_inertia_1,4.27475529548534e-07
68,l133_page,114.0,1915.0,38,0.1452943041151131,-0.4287125242147106,percentage_resonances_1,0.9926131117266851,percentage_resonances_entropy_1,3.053985083482322e-05,moments_of_inertia_1,1.7641776583361963e-07
69,l136-01_etudes_cinq,317.0,1915.0,116,0.1424312503528377,-0.24394404712594478,percentage_resonances_1,0.9999198846338728,percentage_resonances_entropy_1,0.00033448665175222727,moments_of_inertia_1,9.256176528331115e-07
70,l136-02_etudes_tierces,304.0,1915.0,80,0.09828468013269732,-0.30131539774907895,percentage_resonances_1,0.9969918628808865,percentage_resonances_entropy_1,6.171690397683413e-05,moments_of_inertia_1,9.826974059414794e-09
71,l136-03_etudes_quartes,252.0,1915.0,85,0.10139957199399788,-0.2531838411478079,percentage_resonances_1,0.998656,percentage_resonances_entropy_1,0.00024225705063018517,moments_of_inertia_1,3.86644426662039e-05
72,l136-04_etudes_sixtes,179.0,1915.0,59,0.14539583366131859,-0.2656192378694296,percentage_resonances_1,0.9947255079429481,percentage_resonances_entropy_1,7.045994021598461e-05,moments_of_inertia_1,5.111666202654373e-08
73,l136-05_etudes_octaves,181.5,1915.0,121,0.15855031959951335,-0.17003374411579172,percentage_resonances_1,0.9960013430603462,percentage_resonances_entropy_1,0.00024223295408712852,moments_of_inertia_1,8.591342958616057e-08
74,l136-06_etudes_huit,146.0,1915.0,69,0.1598029343140556,-0.17798017077988493,percentage_resonances_1,1.1418787158145065,percentage_resonances_entropy_1,0.0077451984124972196,moments_of_inertia_1,0.002205637757634781
75,l136-07_etudes_degres,176.0,1915.0,88,0.15114695180163457,-0.2272995224831898,percentage_resonances_1,1.0061714285714285,percentage_resonances_entropy_1,0.0024896534092130715,moments_of_inertia_1,7.179472729336699e-06
76,l136-08_etudes_agrements,151.0,1915.0,62,0.15762167647330913,-0.18643614351737128,percentage_resonances_1,0.9945497950542769,percentage_resonances_entropy_1,0.00021433969336308217,moments_of_inertia_1,1.229957474518782e-07
77,l136-09_etudes_notes,336.0,1915.0,85,0.1607043050897203,-0.17004540229260554,percentage_resonances_1,1.0035801567333098,percentage_resonances_entropy_1,0.000426907811157249,moments_of_inertia_1,5.084420107929296e-06
78,l136-10_etudes_sonorites,277.5,1915.0,75,0.14707129536040076,-0.2679458399018619,percentage_resonances_1,0.9987319496920449,percentage_resonances_entropy_1,0.0001557378005723222,moments_of_inertia_1,2.480210904255635e-05
79,l136-11_etudes_arpeges,201.0,1915.0,67,0.07730027649951109,-0.39139770057448353,percentage_resonances_1,0.9960859574253176,percentage_resonances_entropy_1,0.00012528228411030201,moments_of_inertia_1,9.380865480571246e-08
80,l136-12_etudes_accords,308.0,1915.0,182,0.13012680700415544,-0.28983856322398055,percentage_resonances_1,1.0302708782056043,percentage_resonances_entropy_1,0.002966511652282732,moments_of_inertia_1,0.0004291563380717456
81,l138_elegie,83.0,1915.0,21,0.13500370398747505,-0.392373281603577,percentage_resonances_1,0.9885324430251125,percentage_resonances_entropy_1,0.00011195496984870832,moments_of_inertia_1,0.0
82,l000_etude,284.0,1915.0,73,0.13053414712673714,-0.33218616201084983,percentage_resonances_2,0.0020333267208887127,percentage_resonances_entropy_2,0.00033718798184559427,moments_of_inertia_2,3.4350622195046176e-06
83,l000_soirs,92.0,1917.0,23,0.1538962903937144,-0.4220599010057424,percentage_resonances_2,0.007322307789420527,percentage_resonances_entropy_2,0.002271733662031528,moments_of_inertia_2,7.947714313918503e-06
84,l009_danse,184.0,1880.0,92,0.09187644426933037,-0.42677886692582545,percentage_resonances_2,0.0015527486637403327,percentage_resonances_entropy_2,0.0003275478724299457,moments_of_inertia_2,8.055410722328089e-07
85,l066-01_arabesques_premiere,426.0,1888.0,107,0.08540807625328088,-0.4306290983798326,percentage_resonances_2,0.00039121662782444435,percentage_resonances_entropy_2,4.3085411666460643e-05,moments_of_inertia_2,3.819923452165801e-09
86,l066-02_arabesques_deuxieme,440.0,1891.0,110,0.0835379972830357,-0.3719120312608361,percentage_resonances_2,0.0004817535830422739,percentage_resonances_entropy_2,5.837008491588378e-05,moments_of_inertia_2,4.5726130297537294e-08
87,l067_mazurka,414.0,1890.0,138,0.10351738471280697,-0.46064966860846673,percentage_resonances_2,0.001067016867074322,percentage_resonances_entropy_2,8.151751947684823e-05,moments_of_inertia_2,3.1957058603197465e-08
88,l068_reverie,403.0,1890.0,101,0.0886042136530836,-0.30317382033957235,percentage_resonances_2,0.001822559094631455,percentage_resonances_entropy_2,0.0001997307660719776,moments_of_inertia_2,7.330684968701614e-07
89,l069_tarentelle,999.0,1890.0,333,0.10205578820648108,-0.3441820097450533,percentage_resonances_2,0.00046478452408378596,percentage_resonances_entropy_2,4.097557688329862e-05,moments_of_inertia_2,7.940413028022313e-09
90,l070_ballade,420.0,1890.0,105,0.12514440547446723,-0.22715935293682565,percentage_resonances_2,0.032664399092970524,percentage_resonances_entropy_2,0.007478022075694734,moments_of_inertia_2,0.000654914585356325
91,l071_valse,453.0,1890.0,151,0.11246383966688894,-0.40101961382425766,percentage_resonances_2,0.0053392067885605285,percentage_resonances_entropy_2,0.0004278882244669952,moments_of_inertia_2,1.3295544374610296e-05
92,l075-01_suite_prelude,356.0,1897.5,89,0.06782386447661741,-0.43003705116931007,percentage_resonances_2,0.0010914139428131195,percentage_resonances_entropy_2,0.00020218620115323877,moments_of_inertia_2,2.473031960464145e-06
93,l075-02_suite_menuet,312.0,1897.5,104,0.08951881691406283,-0.29001585257934753,percentage_resonances_2,0.012403746097814776,percentage_resonances_entropy_2,0.0022387201397279276,moments_of_inertia_2,8.890158538525178e-05
94,l075-03_suite_clair,324.0,1897.5,72,0.07420746619016132,-0.5198021472583281,percentage_resonances_2,0.00017360441340997647,percentage_resonances_entropy_2,7.572522986284178e-06,moments_of_inertia_2,4.9549317597005415e-09
95,l075-04_suite_passepied,624.0,1897.5,156,0.07454713955107828,-0.37161146486111213,percentage_resonances_2,0.001545478826162156,percentage_resonances_entropy_2,0.0001992741481643368,moments_of_inertia_2,2.9222513640131143e-06
96,l082_nocturne,355.0,1892.0,77,0.11089885273193303,-0.35090022559577716,percentage_resonances_2,0.0016141528925619835,percentage_resonances_entropy_2,9.633622340110928e-05,moments_of_inertia_2,8.114870466177249e-07
97,l087-01_images_lent,172.0,1894.0,57,0.11766141063097307,-0.3656649916982373,percentage_resonances_2,0.0004732287723093564,percentage_resonances_entropy_2,0.0001030462488165118,moments_of_inertia_2,0.0
98,l087-02_images_souvenir,216.0,1894.0,72,0.07313376971349435,-0.4509630518121518,percentage_resonances_2,0.0009859396433470507,percentage_resonances_entropy_2,0.00017124155943099074,moments_of_inertia_2,6.927261610948492e-07
99,l087-03_images_quelques,677.0,1894.0,186,0.11491133403226718,-0.2738107320588618,percentage_resonances_2,0.005650962518191081,percentage_resonances_entropy_2,0.0005800669554719182,moments_of_inertia_2,8.72251071049814e-06
100,l095-01_pour_prelude,536.12,1901.0,163,0.12377671145029955,-0.29303279873571936,percentage_resonances_2,0.022741695535927926,percentage_resonances_entropy_2,0.0005448785779720717,moments_of_inertia_2,0.0007623852549171622
101,l095-02_pour_sarabande,216.0,1894.0,72,0.07169145485613744,-0.4466147826069941,percentage_resonances_2,0.001286008230452675,percentage_resonances_entropy_2,0.0001503900637552618,moments_of_inertia_2,5.381984489619532e-07
102,l095-03_pour_toccata,532.0,1901.0,266,0.14051805157820574,-0.15409071580469152,percentage_resonances_2,0.11112884405999411,percentage_resonances_entropy_2,0.01194491657477857,moments_of_inertia_2,0.003707403783881024
103,l099_cahier,202.0,1903.0,55,0.12225356837428163,-0.38171537440337405,percentage_resonances_2,0.003663275661493527,percentage_resonances_entropy_2,0.00046369675634594414,moments_of_inertia_2,1.5404969065969972e-06
104,l100-01_estampes_pagode,388.0,1903.0,98,0.06062650684407256,-0.6713107760727052,percentage_resonances_2,0.003015729620576044,percentage_resonances_entropy_2,0.0006286912737018319,moments_of_inertia_2,1.9040130111719873e-06
105,l100-02_estampes_soiree,280.0,1903.0,136,0.09842672383219267,-0.32559787051068084,percentage_resonances_2,0.02124844233758559,percentage_resonances_entropy_2,0.0007287530307308124,moments_of_inertia_2,0.00017907299827732903
106,l100-03_estampes_jardins,631.0,1903.0,157,0.11318175912070966,-0.35618336505235315,percentage_resonances_2,0.16944399367114285,percentage_resonances_entropy_2,0.014637692757795964,moments_of_inertia_2,0.012059246155568845
107,l105_masques,1143.0,1904.0,381,0.11285808240707147,-0.33331328688008005,percentage_resonances_2,0.027062671409293436,percentage_resonances_entropy_2,0.0022018089297687433,moments_of_inertia_2,0.001047775775588215
108,l106_isle,458.25,1904.0,255,0.13138626829100755,-0.24743819148325788,percentage_resonances_2,0.0017924906084933545,percentage_resonances_entropy_2,0.00016015762209822007,moments_of_inertia_2,1.0918060261443964e-06
109,l108_morceau,54.0,1904.0,27,0.15735177805579814,-0.42869451657356905,percentage_resonances_2,0.006407974368102528,percentage_resonances_entropy_2,0.001349771452905134,moments_of_inertia_2,3.66455817196657e-06
110,l110-01_images_reflets,189.5,1904.0,95,0.11091918423402423,-0.38363402116796164,percentage_resonances_2,0.0009418282548476454,percentage_resonances_entropy_2,6.791392842871685e-05,moments_of_inertia_2,3.5442494279021027e-07
111,l110-02_images_hommage,452.0,1904.0,76,0.13268818613207178,-0.29098974184996523,percentage_resonances_2,0.12547967734356644,percentage_resonances_entropy_2,0.01396742419869792,moments_of_inertia_2,0.004604007495960587
112,l110-03_images_mouvement,354.0,1905.0,177,0.12251623987638492,-0.3776790875950892,percentage_resonances_2,0.17114333635612194,percentage_resonances_entropy_2,0.012606596851648479,moments_of_inertia_2,0.016298804956350443
113,l111-01_images_cloches,224.0,1907.0,50,0.1261522122398515,-0.4093222376413545,percentage_resonances_2,0.0026307397959183672,percentage_resonances_entropy_2,0.0002794019376699636,moments_of_inertia_2,6.475259498934044e-06
114,l111-02_images_lune,228.0,1907.0,57,0.15571664831431492,-0.30185548254498734,percentage_resonances_2,0.03807564672320441,percentage_resonances_entropy_2,0.0026977416509317634,moments_of_inertia_2,0.00016184200058138473
115,l111-03_images_poissons,306.5,1907.0,106,0.1548115000868936,-0.21411835325868478,percentage_resonances_2,0.0038621099428110643,percentage_resonances_entropy_2,0.000360925949664875,moments_of_inertia_2,1.2084028280972894e-05
116,l113-01_childrens_doctor,304.0,1907.0,76,0.13761541810714983,-0.33461713508104707,percentage_resonances_2,0.019116786790432775,percentage_resonances_entropy_2,0.0021669920711976285,moments_of_inertia_2,0.0008231474991415807
117,l113-02_childrens_jimbos,324.0,1907.0,81,0.12320619248365532,-0.35264496666131084,percentage_resonances_2,0.003513164662610029,percentage_resonances_entropy_2,0.0004849001142968242,moments_of_inertia_2,1.732167513098827e-05
118,l113-03_childrens_serenade,372.0,1908.0,124,0.12563265255147435,-0.28618203464297126,percentage_resonances_2,0.00204916511370639,percentage_resonances_entropy_2,0.0002476885366362161,moments_of_inertia_2,2.2251217794794558e-07
119,l113-04_childrens_snow,292.0,1907.0,74,0.132562720822064,-0.3660920057259581,percentage_resonances_2,0.0012431975980484143,percentage_resonances_entropy_2,0.0003999240625406266,moments_of_inertia_2,3.310938292610265e-07
120,l113-05_childrens_little,124.0,1907.0,31,0.1387552626942325,-0.32916610548028113,percentage_resonances_2,0.029656607700312174,percentage_resonances_entropy_2,0.006471579196497188,moments_of_inertia_2,0.0006229043154979189
121,l113-06_childrens_golliwoggs,256.0,1907.0,128,0.07905558960487946,-0.35972843243405145,percentage_resonances_2,0.0008612072279892349,percentage_resonances_entropy_2,0.00014726320357619953,moments_of_inertia_2,2.9160996103441716e-08
122,l114_petit,174.0,1909.0,87,0.08128242372651515,-0.3660053410755581,percentage_resonances_2,0.0027744748315497426,percentage_resonances_entropy_2,0.0003681281506413306,moments_of_inertia_2,8.882479968356891e-07
123,l115_hommage,216.0,1909.0,118,0.09969803153885683,-0.4690817577639464,percentage_resonances_2,0.0018861454046639231,percentage_resonances_entropy_2,0.00030722021697200544,moments_of_inertia_2,3.2338355456967646e-07
124,l117-01_preludes_danseuses,97.0,1909.0,31,0.10638350416366982,-0.4456559997590345,percentage_resonances_2,0.0006510416666666666,percentage_resonances_entropy_2,0.00012751894822878566,moments_of_inertia_2,5.810576833980521e-07
125,l117-02_preludes_voiles,128.0,1909.0,64,0.07470396442017042,-0.8084455938330105,percentage_resonances_2,0.0,percentage_resonances_entropy_2,0.0,moments_of_inertia_2,0.0
126,l117-03_preludes_vent,236.0,1909.0,59,0.15057163334485632,-0.2968653512139371,percentage_resonances_2,0.009156851479459925,percentage_resonances_entropy_2,0.0010412214061027427,moments_of_inertia_2,9.467784444328868e-06
127,l117-04_preludes_sons,181.5,1910.0,53,0.1402642193405235,-0.2915113031122631,percentage_resonances_2,0.006641709938413235,percentage_resonances_entropy_2,0.000539478891778606,moments_of_inertia_2,2.7893725215964564e-05
